Title,Abstract
SAN MIGUEL ORDER DELIVERY SYSTEM,"The whole system focused with Order and Delivery. It is a program where one can
query information related to orders and deliveries. The order covers about how a certain vo vid customer purchases a product from the wholesalers and how it is being stored. It is detailed in a way of adding information that corresponds to the said transaction such as the delivery, whow ste process on how the orders are being delivered and how it is kept on the database. The study was conducted at P-1 Port Poyohon, New Asia R Calo Street, Butuan City. Important features of the system are the adding, searching, updating, deleting, and displaying of information that can help to decrease the time needed to perform such operations. It shows the improvement of the order summary and delivery summary which cannot be found from the manual based system of the wholesalers. Also this system cannot be a ""risk"" because the information and the design were fitted to the queries."
DESIGN ON CHATBOT FOR CASH ASSISTANCE IN THE DEPARTMENT OF SOCIAL WELFARE AND DEVELOPMENT CARAGA REGION,"There are a lot of technological advancements nowadays in online registration and applications that give us the convenience of inquiring and submitting applications via electronic devices. With these technologies, a person can now fulfill the requirements partially or entirely without visiting the respective offices in person. Thus, it will expedite and better organize the processing of relevant documents. Given that Facebook Messenger is a free mobile messaging application, it would be easier for people to message someone directly. The paper focuses on the design of chatbots for cash assistance to people in crisis situations, enabling them to inquire about and apply for cash assistance in the Department of Social Welfare and Development. To make this study work, the functional chatbot system was conducted and deployed on Facebook Messenger for the clients to engage with the chatbot's main objective, and that is to help them inquire and apply for cash assistance. The chatbot system for cash assistance in the department of social welfare and development would facilitate clients in different cash grants, wherein the validators and social workers are part of how the clients can avail cash assistance. The chatbot system will be a big improvement over the current process of the DSWD The clients will be able to access the chatbot on messenger if there is an internet connection. It will make it easy for clients to ask questions and apply without having to go to the DSWD office in person. The Technology Acceptance Model (TAM) with the use of the Likert Scale approach was used to evaluate this chatbot system, also using ManyChat as the chatbot software for design. Keywords: Online Inquiry, Online Application, Facebook Messenger, Internet"
SMART WATER DISPENCER,"This invention relates to water dispensers, explicitly having electronic control circuit to automatically shut-off the power supply to the machine when there is no longer water provided to the dispenser from the water container and turns-on the power supply when water becomes available. A liquid level floating sensor is deployed to detect whether there is still available water fed from the container to the chambers (heating and cooling). The liquid level floating sensor sends the signal to the electronic control circuit and cut-off the power fed to the chambers when water is not available. The same electronic control circuit has a light indicator and sends an audible alarm to users that water is no longer available in the container. The same sensor detects when water is already available, and the control circuit supplies power back to the chambers for heating and cooling. This water dispenser also has a mechanism that controls the faucet. The faucet will activate if the mechanical limit switch will be triggered - which is placed under the dispenser's faucet. When the dispensed water reaches a certain height, the faucet automatically turns off. This will be measured with the help of an ultrasonic Keywords: Automatically, Ultrasonic Sensor, Liquid Level Floating Sensor"
SCHOOL RELATED TRANSACTION AND INQUIRY SYSTEM,"This paper described a school related transaction and inquiry system via Short Message Service (SMS) technology. Using Ozeki NG SMS Gateway the created system performs very well regarding of sending messages and inquiry. It was specifically developed for the benefit of every parents/guardians to know and have information to their student's transactions. It was designed to send an alert SMS to the parents/guardians in giving results in entrance examination for a non-enrolled student and for enrolled student the system will automatically send an SMS when paying their bills where parents/guardians receives and can inquire using SMS technology also at the end of the semester the system will disseminate the students grades to their corresponding parents/guardians. The school related transaction and inquiry system via SMS technology is convenient, economical and reliable method of disseminating of informative data and inquiry purposes. Keywords: SMS, Ozeki NG SMS Gateway, Inquiry, XAMPP, and Message Checker."
RENDERING OF VIRTUAL LEARNING OBJECTS TO MULTIPLE DISPLAY USING HAND GESTURE RECOGNITION,"This paper describes a human computer interaction (HCI) system that helps in manipulating objects through different machines using hand gesture recognition, without the aid of a mouse or a keyboard. In recognizing the hand gesture; skin color identification, convex hull, palm center identification, and mean shift tracking algorithm was used to identify the number of fingers present and its location in each frame. The identified gesture will be sent over a client server network to execute the controls to other machines specified objects. The system went through a series of testing and acquired a full recognition rate of 81%, 5% error rate and 14% adjustment rate, where adjustment rate refers to the recognized gesture that required the gesturers hand to move back and forth from the camera. Keyword: Convex Hull, Tracking, Frames, Virtual Objects"
"A PHILIPPINE PESO COIN DETECTION ( A CLASSIFIER THAT DETECTS AND RECOGNIZES 1, 5, 10 PHILIPPINE COINS)","This paper describes a system on the detection and recognition of selected Philippine Peso Coin for Classification. The Circular Hough Transform (CHT) was used to identify the shape and calculate the diameter of the coin. And Haar-like features was implemented for building a classifier of coins. It applies the Gentle AdaBoost Algorithm (GAB), which helps build a strong classifier. The positive and negative images were collected and was trained. The positive images were those of images with the desired object which the system must detect. And the systems could detect and recognizes the object as were focused in this study. Keywords: CHT, Haar-like, Adaboost, features, filter"
ELECTRONIC CLASS RECORD USING ANDROID APPLICATION,"This paper describes the methodology of the study ""Electronic Classrecord Using Android Application"". This study will benefit the teachers, students, and the institution as well. This study aims to create an android application that will be able to help the instructors setup their own Grading system, Passing Rate, and Numerical Equivalents with lesser hassle. The instructors will also be able to submit the computed grades directly to the schools database. The users may install the application on their smartphones having android version Froyo (Android 2.2) and above. The application is secure, flexible and fast. It is designed to adjust depending on the phone's screen resolution. Keywords: Android, Electronic, Classrecord CSU, Teachers"
VIDEO-IMAGE BASED: FACE RECOGNITION FOR AUTOMATED ATTENDANCE SYSTEM IN CARAGA STATE UNIVERSITY LIBRARY,"This paper describes the system on how to detect and recognize the multiple faces of students automatically without human intervention. The detected images would undergo through different techniques for image enhancement such as: cropping and scaling process and contrast equalization to improve the brightness of an image Enhanced image could possibly contained an image noise, applying median filtering was necessary to remove the image noise before being recognized. The information of the recognized face image was automatically saved into the database associated to the date and time arrival as they enter the Library room, once the system cannot recognize the detected face images, the image would also be saved into the database to monitor those unregistered student entered the Library. The recognition rate depends on the clarity of images feed to the system, the recognition rate drops down when the distance of students from the camera was beyond on the limit and the system probably perform inaccurately. Keywords: Preprocessing Technique, Face Detection, Image Enhancement, Face Recognition"
RAINFALL SPATIAL ANALYSIS IN BUTUAN CITY USING GIS,"This paper examines the spatial rainfall characteristics of Butuan City during the whole year of 2014 rainfall data. The monthly precipitation database was comprised of four (4) automated rain-gauge stations. Monthly rainfall concentrations have been studied in the context of their mean values and spatial diversification in order to establish the spatial distribution of rainfall patterns and to detect homogeneous areas with similar rainfall evolution. Geographic Information System (GIS) was an essential tool that helps to demonstrate and understand the hydrological analysis of an area. It also helps to promote precision farming for production increase of agricultural products. This study showed the location of automated rain gauges installed in Butuan City and creating Thiessen polygon for computing the average rainfall over the basin. It used GIS for viewing, editing and analyzing GIS data and StatPlanet attractive interactive visualizations which facilitate the interpretation of information and to promote evidence-based decision making by improving and facilitating the communication and interpretation of information. Keywords: GIS, Rainfall, Join data, Layout, Spatial, Analysis."
AUTOMATIC PLATE NUMBER RECOGNITION,"This paper presents a recognition method in which the vehicle plate image is obtained by the digital cameras and the image is processed to get the number plate information. A rear front image of a vehicle is captured and processed using various methods. The information of the recognized plate number was automatically saved into the database associated to the date and time arrival as it enters the gates of the establishments, once the system cannot recognize the detected plate numbers, the image would also be saved into the database. The recognition rate depends on the clarity of images feed to the system, the recognition rate drops down when the distance of vehicles from the camera was beyond on the limit and the system probably perform inaccurately. Keywords: Preprocessing Technique, Plate Number Localization, Canny Edge Detection, Character Segmentation, Optical Character Recognition,"
AUTOMATED PRODUCT ADVISOR OF COMPUTER HARDWARE,"This paper presents an automated product advisor of computer hardware that assists customers in their decision-making on what computer hardware to choose by recommending specific products. A computer is the most common device nowadays. It is a useful device for every individual to make their work easier and manageable. Thus, in choosing a computer product a customer exerts extra effort to go to several computer shops together information wherein it is costly and time consuming. This study aims to design and develop a system that would assist customers in their decision-making on what computer product should they choose to purchase based on their given product specifications. This study implements rule-based technique using exyscorvid in which the knowledge acquired from the experts and other sources were then organized and extracted into (thew rules to be used in building the knowledge-base that will serve as the basis for the recommendations or advices to be given. The rule- based technique on exsyscorvid is added as one component to the Joomla 1.7 which acts as the front end interface for the user. The systems usability, satisfaction of the user and efficiency has been verified through conducting a survey and analyze the result with the use of weighted mean. For a grand mean of 3.50 which has a ""Strongly Agree"" verbal description, the system was generally accepted by the possible users in Caraga State University; students and other potential purchaser. Keywords: Recommendations, Knowledge-Based, Rule-Based, ExsysCorvid, Computer, Automation"
MOBILE APPLICATION FOR APPOINTMENT SCHEDULE AND REFFERAL SERVICES IN GUIDANCE AND COUNSELING AT CARAGA STATE UNIVERSITY,"This paper presents the development and evaluation of a sophisticated application for appointment scheduling and referral services in and counseling at Caraga State University. The application was designed to provide an easy-to-use interface for students to access counseling services, resources, and book appointments. Using Firebase for back-end and JavaScript, HTML, and CSS for front- end, along with Visual Studio Code, Node v12, Android Studio, and Expo Client for app development and deployment, the study evaluated the application's usability, features, and security through a comprehensive survey of students, counselors, staff, and administrators. The results demonstrate the effectiveness of the app in providing counseling services to students, with the appointment booking interface identified is a critical feature. The study also identified opportunities for enhancing the application's reliability, compatibility, security features, and functionality to Improve its overall performance and usefulness. This study contributes to the growing body of literature on the use of mobile applications to support and enhance guidance and counseling services in higher education institutions Keywords: Mobile application, features, appointment scheduling, compatibility, functionality."
METHODS AND DATA PREPARATION FOR THE CCIS FACULTY FACE DETECTION,"This paper tackled about the different methods in data acquisition. This study would explained the different approach in capturing images and preparing those images to be used as a training data which were beneficial to any study relevant to facial detection. This explained as well the different protocols to efficiently acquired data to be used for the study about facial detection. The purpose of this study was to acquire the CCIS images for the preparation of data. The raw images to be collected from the three faculty respondents was about 50 images per faculty. These images would undergo data preparation to ensure that data were effective enough to be used as a training data to any study about facial detection. Those data would then be resized and adjusted into 250x250 pixel dimension which would be useful to any study about machine learning. Thus, the proposed study was an effective way to start acquiring quality data for a machine learning related researches. Keywords: Data Acquisition, Machine Learning, Facial Detection, Data Preparation, Protocols"
RESOURCE UTILIZATION AND MONITORING USING FACIAL RECOGNITION,"This paper will monitor and identify multiple users in a specific location, and record the utilization of the section in the learning facility without much user intervention. Preprocess all detected faces from input face image before recognizing to look more clear and similar to other faces. Preprocess techniques applied eye detection, geometrical transformation, separate histogram equalization for left and right sides of face image, smoothing and elliptical mask. The recognize face image is associated to the time of arrival and the particular sections they have entered in the resource database. The recognition rate for the enrolled person drops down when the person being recognized slowly walks away from the camera. Thus as the distance from the user to the camera gets further, the system may probably perform inaccurately. Keywords: Face Detection, Face Recognition, Image Enhancement and Preprocess Image.tation"
SMS-BASED ON THE IDENTIFICATION OF THE VOLUME OF SOLID WASTE COLLECTION IN BUTUAN CITY,"This project was developed to aid the Garbage Collection Office of Butuan City using an SMS-Based System. This was also in response to the problems encountered by the agency. These problems are the collaborating of tools for higher quality of waste collection service in Butuan City, and the difficulty in prioritizing waste collection, no reports made as per volume of collections. Series of interviews and discussion were done by the proponents before arriving to its design and implementation stage. The agency contributed their ideas and plans for the proposed system. They provide data and information for the study. The proponents used Ozeki Ng for the SMS Gateway, MySQL for the database and PHP for the Graphical User Interface. The formation of SMS-Based on the Identification of Volume of Solid Waste Collection in Butuan City helped the Garbage Collection Office do transactions easily with the help of the system via SMS. Sending through SMS is definitely effective in terms of managing time and work Keywords: SMS, Ozeki, and Garbage."
LIBRARY TECHNICAL AND CIRCULATION INFORMATION SYSTEM WITH SHORT MESSAGE SERVICE CAPABILITY,"This project was intentionally designed with the aim in view to aid of the school library operations using a Computer-based system. This project was in response to basic problems encountered by the library staff in its Technical and Circulation Section. Problems on storing and retrieving of book information were found to be the basic factors that caused irregular transactions in the technical section. The same with the circulation section, there are also irregularities brought by the manual-based system, particularly in the loaning of books where there was no automatic calculation of fines committed by delinquent borrowers. The project team conducted series of discussions and interviews before arriving to its design and implementation stage. Together with the Chief Librarian, Mrs. Nena Malimas discussed essential matters in regards with this project. She provided also the existing forms and records as it was requested by the team for the full grasp of data needed. The team has led to the design and implementation stage by using their gathered data. The team used Microsoft Visual Basic 6.0 for the structure of the system, MySQL ODBC 3.51 for the connection with the database and MYSQL Alpha was used for the storage of the records. A Nokia PC Connectivity SDK was also used for the implementation of SMS. The formation of the computerized library system solved the problems within the library processes mainly the storing and retrieving of book information as it was seen in the results. The system did not only speed up the transactions but it also gave the library a more secured system. Security passwords were done with encryption to avoid illegal entry of unauthorized individuals. Furthermore, this project was powered by the Short Message Capability System giving the students to have the information for the availability of the book even at a distance and hassle free in the side of the library staff. This project also provides print out of catalog cards, new purchased books and report for the number of times the book is being loaned."
DESIGN AND DEVELOPMENT OF CARAGA STATE UNIVERSITY (CSU) STUDENT ONLINE CLEARANCE SYSTEM USING ANDROID TECHNOLOGY,"This research illustrates the maximization of android technology in the student online clearance system for Caraga State University main campus. The main objective of the study was to design and develop a CSU student online clearance system with the integration of the android technology that can surpass to the numerous disadvantages in having a manual student clearance. Thus, employing the android technology it was concluded that the time spent in accomplishing one's clearance is much lesser compared to the current system. Keywords: Student Clearance, Android technology"
A SYSTEM DESIGN ON PROGRAM ADVISOR FOR INCOMING COLLEGE STUDENTS IN CARAGA REGION,"This research is a system design of program advising tool for incoming college student which especially designed to Caraga Region for program advisee purpose. Due to student choices of course sometime vary on the parent's decision, peers and lack of information about course background, no structured guide questions and no available program advisor system implemented in Caraga Region. Develop a planning of an advisory system is to automate a system design on program adviser. The system design targeted to solve the problem what student faced which provided useful functionality to help the target audience to overcome the problems. The methodology that applied in this research are qualitative and survey methods. The progress of project will divided to five (5) different phases, problem identification, data gathering, requirements analysis, identifying solution and system design. In system design development, it is enhanced by using MS PowerPoint with hyperlink as a development tool to come up a cleared feature of system's GUL Keywords: Adviser, Functionality, Methodology, Phase, GUI"
WEB-BASED GIS: PROFILING OF FAUNA IN CARAGA STATE UNIVERSITY,"This research presented the integration of GIS functionality published on web using open source software to visualize the distribution of Fauna in Caraga State University, Ampayon Butuan City. Using PostGIS as a spatial database, it provided storage of the spatial data of different Fauna in order to locate the specie and to fulfill the requirements of how the researchers are to manage the changing data. In addition, the CSU Map was created using the geo-referencing tool from the Quantum GIS (QGIS) and its map projection was WGS 84/ UTM zone SIN. This research also demonstrated the over-laying process of GIS data where the user could visualize the different species of Fauna using the openlayers from the GeoServer. It included not only the information of the specie but also the number of specie found in that area. PHP with XAMPP server was used to store the data and generate the data to meaningful information like Specie Inventory Reports and Fauna Assessment Keywords: Web-Based GIS, Open source, GeoServer, Fana"
WEB-BASED TRACKING SYSTEM FOR CSU STUDENTS' BOARDING HOUSE,"This research presented the integration of OpenLayers mapping functionality published on web using open source software to visualize the location of the boarding students around Caraga State University, Ampayon Butuan City. Using Openlayers, it provides an API for building rich web-based geographic applications similar to Google Maps and Bing Maps. The Graphical User Interface (GUI) of the system was created and programmed using Drupal CMF (Content Management Framework). Open layers consists sub modules like Layers, Behaviors, Openlayers UI, Openlayers Views which shapes the whole map. XAMPP server was used to store the data and generate it into meaningful information. Keywords: Open Source, GeoServer, OpenLayers, Content Management Framework"
FORECASTING OF STUDENT PERFORMANCE IN A COMPUTER PROGRAMMING COURSE,"This research wanted to investigate the poor performance of student in Information Technology students, with emphasis on the programming course like CSC101, CSC121, CSC122, and CSC150 in the university. The study population consisted of the CEIT students of Caraga State University (CSU). The survey research design was adopted for the study. The questionnaire used as the instrument for data collection. The data which are collected are analyzed using logistic regression. It was recommended that more factors to apply in the questionnaire and used tools that easy to predict the factors. Keywords: poor performance, logistic regression, programming course, questionnaire"
A RULE-BASED SYSTEM ON SAFETY AND HEALTH GUIDELINES FOR MINERS,"This research was implemented in a web-based environment which was implemented through the use of Joomla 1.5, an open source content management system. It was composed of a rule-based system and a record system. The rule-based system used a rule-based approach in identifying safety guidelines based on standard rules to be followed. The system provides a way to give consistent guidelines to users. The knowledge used in this rule-based system came from experts knowledgeable in mining safety aspects and from DENR Administrative Order 2000-98 known as Mine Safety and Health Standards. The guidelines will be a basis for the safety officers whenever they are making recommendations in their accident reports. The rule-based system was implemented through the use of Exsys Corvid Software. On the other hand, record system records mining company's accident reports and other important records in the database. From the rule-based system, safety officers will be able to get some safety guidelines and safety recommendations for their accident reports. And these accident reports will be recorded in the record system's database for documentation and for generating monthly accident reports. The record system was implemented through the use Web Page Maker and Macromedia Dreamweaver 8 for its PHP, javascript, and HTML codes. To assess the system's usability, performance, and environment impact to users, software testing was conducted in order to know the perception of the respondents with regards to the system. Slovin's formula was used to determine the number of respondents. The testing showed positive results. The system's usability, performance, and environment were rated with a mean of 2.45 or very satisfactory, 2.32 or satisfactory, and 2.34 or very satisfactory, respectively. The overall perception of the respondents indicates that the system is of good quality. Keywords: Rule-Based System, Record System, Slovin's Formula"
CARAGA STATE UNIVERSITY ONLINE TEST BANK WITH MOBILE DEVELOPMENT SYSTEM,"This software project presents the development of a Mobile Application using the web technologies integrated to the web server. Online Test bank was implemented as a Multiplatform or a cross platform application using bootstrap a responsive tool which is used for Online test bank to manage their learning activities in terms of conducting quizzes and exams added by building android application using Phonegap which can be used to create an application for both phones and tablets running on different platforms. It was developed with additional features that can be utilized in managingquizzes and exam either schoolor personal activities. The functionalities of Online Test bank System includes the viewing of personal information, quiz and exams participants, group forum, posted activity, students deficiency, participating to forums, add reminders, and assignments to particular participants or instructor. It was developed based on a client- server relationship using smartphones as client that communicates with the web server of the administrator. The system also customizing using css, html, Jquery/Ajax, JavaScript components which is helps my interface to be consistency. The information that was presented by online test bank was retrieved from the administrator's web server. The administrator's web server provides the module in which instructors are able to manage their classes and provide the files needed by that class. Apart from conducting quizzes and exams, online test bank is an effective tool that provides an easy way of exams activities associated with the categorythe student has enrolled which gives benefits to both sides, the students and administrator. This is the application that will assist students know their deficiency of a class to avoid incomplete grade in a class organize their school chores and provide a more sophisticated way of managing their school activities. Keywords: Mobile Application, Phonegap, bootstrap, Client-Server relationship, css, Html, Jquery, Ajax."
RENDERING EMERGENCY EXIT ROUTE USING MOBILE APPLICATION,"This software project presents the development of a Mobile Application using the web technologies integrated to the web server. The application was also developed with the additional features, such as Eclipse on creating the interfaces, coding and designing were done. The functionalities of Rendering Emergency Exit Route mobile application includes the registration of account, Log in, edit and delete information, viewing map, user's location, adding building info, uploading image file and render exit route. It was developed based on a client-server relationship using smartphones that serves as the client that communicates with the app server. Aside from storing and managing data, Rendering Emergency Exit Route is an effective tool that provides communication between the owner of the building and to the occupants, which can help them prepared and ready for any unexpected situation, may occur. Overall, this project had introduced a modem way in managing the emergency exit plans which gives a crucial benefit to the owners and occupants. This is the application that will guide and help users who have hard time in memorizing the emergency exit route. Keywords: Mobile Application, Client-Server relationship, MySQL, and Eclipse."
MOBILE E-VOTING SYSTEM IN UNIVERSITY STUDENT COUNCIL (USC) USING CRYPTOGRAPHIC HASH FUNCTION,"This software project presents the development of a Mobile E- Voting that uses cryptographic hash function. The USC Mobile B-Voting System is an android app that can be used during the University Student Council (USC) election in Caraga State University, Main Campus. For the security measure the study used hashing and encryption. The SHA 256 hashing algorithm is used in this study for hashing the student passwords and key used for the encryption of votes in the (University Student Council) USC Election in Caraga State University Main Campus. The ABS 128 encryption Algorithm in Mysql 5,617 is used in encrypting of all votes. Keywords: E-Voting Hashing, Encryption, Decryption, Salt"
AN AUTOMATED REVIEW MATERIALS AND TEST BANKING COMPUTER AIDED INSTRUCTION,"This software project presents the development of an automated review and test banking computer aided instruction using the web technologies integrated to the web server. The system was implemented as a Multiplatform or a cross platform application using bootstrap a responsive tool which is used to manage their learning activities in terms of conducting quizzes and exams added by building android application using Android studio which can be used to create an application for both phones and tablets running on different platforms. It was developed with additional features that can be utilized in managing quizzes and exam either school or personal activities. The functionalities of system includes the exams participants, students' deficiency and cognitive level, add and update learning materials and exams to a particular subject. It was developed based on a client-server relationship using smartphones or personal computer as client that communicates with the web server of the administrator. The system also customizing using css, html, Jquery/Ajax, JavaScript components which is helps the interface to be consistent. The information that was presented by the online examination was retrieved from the administrator's web server The administrator's web server provides the module in which teachers are able to manage their assessment and provide the files needed by that subject. Apart from conducting exams, the system is an effective tool that provides an easy way of reviewing the lesson using the pdf and video being uploaded by the teacher to the specific subject. Overall, this project had introduced an innovative way in managing the learning materials and exams activities. It gives benefits and ease the burden to both sides, the students and teacher. This is the application that will assist students know their learning capabilities in order for them to be aware on which aspects either the cognitive, affective and psychomotor abilities they are going to improve or develop Keywords: Mobile Application studio, Android stu, bootstrap, Client-Server relationship Huml, Jquery, Ajax."
WEB-BASED FOR REPAM (REAL PROPERTY ASSESSOR AND MAPPING) WITH SMS NOTIFICATION SYSTEM IN BUTUAN CITY,"This stady illustrated a technique of integrating Open-source Geographical Information System (GIS) Google Application Programming Interface (API) Technology and SMS Integrated System for real estate property assessment and mapping through an interactive user interface. Geospatial data and significant information (such as land owners, land area, assessed value etc.) were incorporated to create a summarized data of property assessment through Google Fusion Table merging functions. Fusion Table supported GIS by converting shp file (shapefile format) into kml in order to express visualization within web-based and two-dimensional maps. Since the Google FT has the ability to generate heel code to display creative and interactive map, it enabled access of map by embedding this html code into the web page created for this web mapping service. The Graphical User Interface (GUI) of the web-based system was created and programmed in PHP and Javascript language. SQL query for the Fusion Table was performed through java scripting and Google APL. On the other hand, SMS notification system was attained by the SMSLbX from ActiveX component of Visual Basic 6.0 Framework in order to perform SMS-related functions within Nokia PC Suite environment. Thus, through Google Fusion Table and Nokia PC Suite, this created an interactive web-mapping service and easy notification system for real property owners and assessors. Keywords: GIS, Google Fusion Table, Google API, Nokia PC Suite, Javascript, PHP"
OFF-LINE HANDWRITING RECOGNITION USING RECURRENT NEURAL NETWORK FOR ACADEMIC MONITORING SYSTEM,"This study addresses the general problem for academic monitoring of an academic institution. It introduces a system for off-line handwriting recognition on whiteboard lectures. Lectures written on a whiteboard is a new modality in handwriting recognition research that has received relatively little attention in the past. For the recognition, the researchers use Convolutional Neural Network (CNN) and Recurrent Neural Network (RNN) and the recently introduced objective function, known as Connectionist Temporal Classification (CTC), that directly trains the network to label unsegmented sequence data. For topic modelling, an algorithm called Latent Dirichlet Allocation (LDA) is applied. Wikipedia Corpus and Syllabus Corpus are trained on the LDA model for syllabus topic validation. The researchers' trained model achieves a word recognition rate of 75.9 %, compared with 74.0 % on the previous study. Keywords: Convolutional Neural Network, Recurrent Neural Network, Connectionist Temporal Classification, Latent Dirichlet Allocation, Wikipedia Corpus, Syllabus Corpus"
ADOPTION FACTORS ON ONLINE MONEY TRANSFER SERVICES IN A DEVELOPING COUNTRY: A VIEW ON EXTENDED UNIFIED THEORY ACCEPTANCE AND USED OF TECHNOLOGY (UTAUT),"This study addresses the identification and empirical examination of the main predictors that influence consumers' intention and adoption of online Money Transfer Services (MTS) in the Philippines to understand what drives Filipino consumers in the adoption of online MTS and consequently aid concerned entities to improve productiservice delivery and respond to common financial transaction issues. Moreover, both Quantitative and Qualitative methods were applied with the Unified Theory of Acceptance and Use of Technology (UTAUT) model integrating the extemal variables: Facilitating Conditions, Habit, Hedonic Motivation, Price Value, and Perceived Risk. The survey results from the 205 survey participants were analyzed and found that 83% of them prefer to adopt the traditional MTS with a mean value of 4.15 over online MTS with only 4.0. Also, adopting the Structural Equation Modelling (SEM), results revealed that Performance Expectancy, Hedonic Motivation, and Perceived Value significantly affect users' Behavioral Intention towards online MTS adoption with p-values of 0.293, 0.278, and 0.222, respectively. Facilitating Conditions and Behavioral Intention significantly affect users' adoption of online MTS. Results also indicate that constructs Effort Expectancy, Social Influence, Perceived Risk, and Habit do not affect consumers behavior and intention to use MTS. The findings of this study suggest that to improve consumer adoption of online MTS, data privacy and security, and information dissemination for consumer awareness may be strengthened. Finally, this study is another confirmatory artifact on the UTAUT model's applicability to investigate consumers' intention and adoption of MTS Keywords: Online Money Transfer, Technology Adoption, extended UTAUT, Structured Equation Model (SEM)"
WEB-BASED GIS: ASSETS/FACILITY MANAGEMENT FOR CARRASCAL NICKEL CORPORATION,"This study aimed to design and develop a web-based GIS that can establish and create a spatial database of the CNC (Carrascal Nickel Corporation) area and provide with detailed information and to visualize the location and programs using open source software and tools. A GIS was a computer-based system for the capture, storage, retrieval, analysis and display of spatially referenced data. With Web based GIS and PostGIS, it will be possible to visualized the location of an area in CNC using open source software. Through web-based GIS it is an application that accessible through a browser. It made possible for the users to access GIS with its basic functionalities like searching locations, getting directions, zooming and panning, and printing maps via web browsers. In other words, web-based GIS can be described as geo-spatial information that could be published, searched, analyzed, displayed and processed over the web. With the coming of web-based GIS, a person who doesn't know anything about geography can use the application through any standard browsers. Keywords: Web-Based GIS, Open Source Software"
AN AUTOMATED SYSTEM ON IDENTIFICATION OF BAMBOO SPECIES IN THE PHILIPPINES,"This study aimed to design and develop an automated system on the identification of Philippine bamboo species. The study was implemented through rule-based technique using e2gRuleEngine Expert. Culm height, culm habit, culm diameter, culm color, culm sheath, state of the internodes, number or arrangement (branch complement), growth habit, leaf type, leaf color, leaf long and leaf wide were the identified variables acquired from the experts. The e2gRuleEngine is a java applet that can load Web pages and can write Web page content. Interaction between e2gRuleEngine knowledge bases and the html defining a Web page permits dynamic generation of HTML output as an expert system consultation. Visual Basic was used in order to add rules and prompts. The rule- based technique on e2gRuleEngine was added as one component to Joomla 1.5, which acted as the front end interface for the user. With this study, numerous clienteles can make use of the system in terms of proper identification of bamboo species which leads to a potential increase of bamboo production and providing fast growing cover for deforested area. Keywords: Knowledge-base, e2gRuleWriter, e2gRuleEngine, expertise2go, Visual Basic"
CLASSIFICATION OF CACAO PODS RIPENESS USING CONVOLUTIONAL NEURAL NETWORK,"This study aimed to improve the accuracy and reduce subjectivit? classification of cacao pods by developing a mobile application using Convolutional Neural Networks (CNNs). The application focused on real-time classification of cacao pod ripeness based on internal physiological properties and their correlation with maturity levels. Transfer learning with pre-trained models (VGG16 and SSD MobileNet) was employed to enable efficient classification and object detection. The study, demonstrated the effectiveness of using physiological characteristics, such as pH level and SSC values, as indicators of maturity and quality changes in cacao pods. The SSD MobileNet model achieved high accuracy in object detection, indicating its capability to accurately identify objects. The classification model also performed well in classifying the variety of cacao pods. However, the accuracy of maturity classification showed some variation and requires further improvement, particularly with smaller datasets. The mobile application achieved high accuracy in classifying cacao pod variety (95%), but the accuracy for maturity classification was lower (55%), which was attributed to parameter compression in the model. Nevertheless, the smaller size of the application was advantageous. Overall, the study demonstrates the potential of using CNNs and mobile applications for improving cacao pod classification, with room for further enhancements in maturity classification accuracy. Keywords: Cacao, Physiological Properties, CNN, Deep Learning, Maturity Level"
ASSESSMENT ON LIBRARY INFORMATION SYSTEM IN CARAGA STATE UNIVERSITY,"This study aims to assess the user's awareness and the use of Online Public Access Catalogue as to what extent the users are using OPAC, know whether the users face problems while using OPAC and to study the satisfaction of users on using OPAC. A questionnaire-based survey on awareness of OPAC was conducted at Caraga State University to assess the awareness of Students to library OPAC. This paper discusses various aspects of OPAC such as frequency of use, purpose of use and satisfaction level of library users on OPAC. The result of the study shows that most of the students of Caraga State University are not aware of Online Public Access Catalogue (OPAC) out of 365 total number of respondents, 185 are not aware of OPAC and only 180 are aware that there is an OPAC. Moreover, not all aware respondents of the existence of OPAC are using it with the total of 180. The study also found that Majority of the OPAC users are moderately satisfied with its module. Keywords: OPAC, Library Users, Catalogue, Awareness"
AN INFORMATION SYSTEMS PLANNING ON DEPARTMENT OF TRANSPORTATION - CARAGA HUMAN RESOURCES MANAGEMENT OFFICE,"This study aims to create an information systems plan on Human Resources of Department of Transportation Regional- Caraga. The objectives of the study are to identify the services and processes of the agency and determine the possible information systems that can be applied. Based on the data gathered through conducting interview and survey, the researchers proposed an Electronic Record Management, Biometric Monitoring with SMS Notification, Employees Performance Evaluation Management System, Online Leave Management System, and Online Job Hiring and Recruitment System. The electronic management system will help them improves record keeping, easy to track and web-based storage of employees service record, memorandums, and etc. The biometric monitoring with sms notification will give easy monitoring of time in and time out of employees by sending sms notification. The employees' performance evaluation management system will improves monitoring of employees performance, and paperless form of evaluation. The study presents the requirements, resource allocation, schedule and other details of the proposed information systems. Keywords: Information Systems Planning, Strategic HRM, Electronic Record Management, Biometric Monitoring with SMS Notification, Performance Evaluation System"
